latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,type
36.481,-119.731,351.8,1,1,2017-10-05,1857,Terra,MODIS,96,6.1,299.6,60.7,0
36.472,-119.733,337.5,1,1,2017-10-05,1857,Terra,MODIS,88,6.1,299.4,32.3,0
36.473,-119.74,336.5,1,1,2017-10-21,1857,Terra,MODIS,89,6.1,292.5,35.8,0
36.464,-119.742,314.9,1,1,2017-10-21,1857,Terra,MODIS,61,6.1,292.4,10.1,0
36.603,-119.712,312.7,1.2,1.1,2017-11-01,1839,Terra,MODIS,68,6.1,292.4,11.6,0
36.585,-119.729,332.3,1.2,1.1,2017-11-01,1839,Terra,MODIS,87,6.1,294,38.4,0
36.575,-119.731,333.2,1.2,1.1,2017-11-01,1839,Terra,MODIS,87,6.1,294.4,40.5,0
36.53,-119.709,311.1,1.5,1.2,2017-11-10,1833,Terra,MODIS,70,6.1,293.3,12.7,0
36.582,-119.786,316.4,1.3,1.1,2017-11-27,2053,Aqua,MODIS,72,6.1,282.9,23.1,0
36.69,-119.787,306.3,1,1,2017-12-17,1851,Terra,MODIS,63,6.1,286.8,7.5,0
36.688,-119.776,302,1,1,2017-12-17,1851,Terra,MODIS,50,6.1,286.2,4.7,0
36.523,-119.717,310.1,2.3,1.5,2017-12-21,2143,Aqua,MODIS,64,6.1,286.6,31.5,0
36.533,-119.726,324.3,2.3,1.5,2017-12-21,2143,Aqua,MODIS,83,6.1,286.9,75.8,0
36.625,-119.75,314.1,1,1,2018-02-03,1851,Terra,MODIS,74,6.1,291.8,9.9,0
36.62,-119.768,310.3,1,1,2018-02-10,1857,Terra,MODIS,68,6.1,294.9,5.5,0
36.47,-119.729,326.1,1,1,2018-04-09,2113,Aqua,MODIS,76,6.1,303.7,13.3,0
36.469,-119.74,334.3,1,1,2018-04-09,2113,Aqua,MODIS,84,6.1,304,23.9,0
36.645,-119.754,324.7,2,1.4,2018-04-27,1922,Terra,MODIS,77,6.1,302.3,35.4,0
36.643,-119.762,321.1,2,1.4,2018-04-27,1922,Terra,MODIS,72,6.1,302.7,27.3,0
36.638,-119.761,327.5,1.1,1.1,2018-04-27,2100,Aqua,MODIS,79,6.1,308.7,15.5,0
36.462,-119.789,330.3,1.5,1.2,2018-06-01,2131,Aqua,MODIS,71,6.1,314.1,25.2,0
37.414,-118.359,301.1,3.7,1.8,2018-02-19,0512,Terra,MODIS,38,6.1,273,63.3,0
37.404,-118.399,362.8,3.7,1.8,2018-02-19,0512,Terra,MODIS,100,6.1,278.9,670.3,0
37.419,-118.405,334.2,3.7,1.8,2018-02-19,0512,Terra,MODIS,100,6.1,277.4,266.6,0
37.409,-118.445,318,3.8,1.8,2018-02-19,0512,Terra,MODIS,96,6.1,275.7,141.2,0
36.971,-120.261,333.4,1.1,1.1,2017-10-23,1845,Terra,MODIS,86,6.1,297.8,32.7,0
36.969,-120.249,342.9,1.1,1.1,2017-10-23,1845,Terra,MODIS,92,6.1,299.1,51,0
36.965,-120.256,346.8,1.1,1.1,2017-10-23,1845,Terra,MODIS,94,6.1,301.2,59.3,0
36.964,-120.244,320.1,1.1,1.1,2017-10-23,1845,Terra,MODIS,67,6.1,301,14.4,0
37.018,-120.216,301.7,1.3,1.1,2017-11-17,1839,Terra,MODIS,48,6.1,289.5,5.8,0
37.01,-120.223,302.6,1.3,1.1,2017-11-17,1839,Terra,MODIS,53,6.1,289.4,6.4,0
37.023,-120.195,342.1,1.5,1.2,2017-11-27,1915,Terra,MODIS,93,6.1,289,82.2,0
37.026,-120.191,311.9,1.3,1.1,2017-11-27,2054,Aqua,MODIS,72,6.1,283.2,17.8,0
37.023,-120.206,321.3,1.3,1.1,2017-11-27,2054,Aqua,MODIS,76,6.1,286.2,30.4,0
37.013,-120.235,311.5,2.5,1.5,2017-11-28,1820,Terra,MODIS,71,6.1,285.5,44.5,0
36.999,-120.242,301.6,1.8,1.3,2017-11-28,2136,Aqua,MODIS,41,6.1,279.5,12.1,0
36.982,-120.214,312.4,1.8,1.3,2017-12-04,1922,Terra,MODIS,72,6.1,285.3,28.8,0
36.978,-120.195,312.6,1.8,1.3,2017-12-04,1922,Terra,MODIS,73,6.1,285.7,29.4,0
36.929,-120.236,321.5,1.8,1.3,2017-12-04,1922,Terra,MODIS,81,6.1,285,46.1,0
36.925,-120.217,314.1,1.8,1.3,2017-12-04,1922,Terra,MODIS,74,6.1,285.2,30.8,0
36.925,-120.232,359.3,1.1,1.1,2017-12-04,2100,Aqua,MODIS,99,6.1,289.6,102.9,0
36.923,-120.245,311.4,1.1,1.1,2017-12-04,2100,Aqua,MODIS,71,6.1,288.3,12.1,0
36.978,-120.207,320.7,1.1,1.1,2017-12-04,2100,Aqua,MODIS,80,6.1,289.3,22.6,0
37.063,-120.217,303.5,1,1,2017-12-17,1851,Terra,MODIS,18,6.1,285.6,5.2,0
37.054,-120.218,320.4,1,1,2017-12-17,1851,Terra,MODIS,80,6.1,285.8,19.4,0
37.015,-120.198,300.7,1,1,2017-12-17,1851,Terra,MODIS,41,6.1,287.1,4.5,0
37.032,-120.216,302.2,3.1,1.7,2017-12-17,2029,Aqua,MODIS,51,6.1,286.4,24.2,0
37.03,-120.22,300.9,3.1,1.7,2017-12-17,2029,Aqua,MODIS,42,6.1,286.5,20.5,0
36.982,-120.2,310.2,2,1.4,2017-12-21,1826,Terra,MODIS,70,6.1,280.8,33.8,0
36.98,-120.207,302.8,2,1.4,2017-12-21,1826,Terra,MODIS,54,6.1,280.5,20.2,0
36.975,-120.192,303.2,2.2,1.4,2017-12-21,2143,Aqua,MODIS,27,6.1,285.8,16.9,0
36.973,-120.217,302.7,2.2,1.4,2017-12-21,2143,Aqua,MODIS,31,6.1,285.7,16,0
36.964,-120.252,309.3,1,1,2018-01-19,2112,Aqua,MODIS,68,6.1,273.1,9.8,0
36.962,-120.263,304.2,1,1,2018-01-19,2112,Aqua,MODIS,58,6.1,272.7,6.6,0
37.009,-120.193,311.5,1,1,2018-02-10,1857,Terra,MODIS,71,6.1,294.5,7.6,0
37.061,-120.272,302.6,1.1,1.1,2018-02-28,1845,Terra,MODIS,53,6.1,284.4,6.8,0
36.896,-120.185,314.5,2,1.4,2018-03-05,2042,Aqua,MODIS,75,6.1,293.5,29.4,0
37.026,-120.195,309.2,1.2,1.1,2018-03-06,2125,Aqua,MODIS,62,6.1,294.9,6.9,0
37.024,-120.209,309.8,1.2,1.1,2018-03-06,2125,Aqua,MODIS,65,6.1,296.3,7.9,0
36.522,-119.641,349.6,1,1,2017-10-21,1857,Terra,MODIS,95,6.1,292.9,59.9,0
36.519,-119.633,305.2,2.4,1.5,2017-10-21,2035,Aqua,MODIS,37,6.1,291.7,12.1,0
36.513,-119.659,306,2.4,1.5,2017-10-21,2035,Aqua,MODIS,50,6.1,291.8,15,0
36.466,-119.653,300.1,2.4,1.5,2017-12-21,2143,Aqua,MODIS,29,6.1,285.8,13.7,0
36.174,-121.017,300.2,1.4,1.2,2018-01-20,1839,Terra,MODIS,31,6.1,285.1,7.8,0
36.035,-120.953,300.1,1.2,1.1,2018-01-23,1910,Terra,MODIS,21,6.1,288,4.3,0
36.035,-120.944,302.4,1.9,1.3,2018-01-23,2048,Aqua,MODIS,40,6.1,291.4,9.7,0
36.249,-121.112,310.7,1,1,2018-01-26,2118,Aqua,MODIS,67,6.1,291.2,7.9,0
36.258,-121.108,302.7,1,1,2018-01-26,2118,Aqua,MODIS,37,6.1,291.2,3.6,0
36.257,-121.119,310.3,1,1,2018-01-26,2118,Aqua,MODIS,70,6.1,291.5,8.5,0
36.261,-121.123,310,1.2,1.1,2018-01-27,1845,Terra,MODIS,69,6.1,286.9,12.9,0
36.259,-121.11,305.7,1.2,1.1,2018-01-27,1845,Terra,MODIS,62,6.1,287.4,9.1,0
36.257,-121.107,315.2,1,1,2018-02-10,1857,Terra,MODIS,71,6.1,296.9,9.3,0
36.248,-121.109,309.6,1,1,2018-02-10,1857,Terra,MODIS,38,6.1,296.3,5,0
36.247,-121.098,314,1,1,2018-02-10,1857,Terra,MODIS,70,6.1,296.2,8.3,0
36.27,-121.136,303.9,2.9,1.6,2018-02-16,1821,Terra,MODIS,52,6.1,292,15.4,0
36.198,-121.1,308.1,1,1,2018-02-17,1903,Terra,MODIS,53,6.1,297.5,4.2,0
36.137,-121.132,311.4,1,1,2018-03-08,2113,Aqua,MODIS,38,6.1,299.1,4.8,0
37.693,-120.769,325.6,1.8,1.3,2017-09-07,1833,Terra,MODIS,77,6.1,299,39,0
37.694,-120.767,321.6,1.3,1.1,2017-09-08,1916,Terra,MODIS,73,6.1,303.4,17.9,0
37.691,-120.752,348,1.3,1.1,2017-09-08,1916,Terra,MODIS,94,6.1,303.9,78,0
37.68,-120.749,320,1.4,1.2,2017-09-08,2054,Aqua,MODIS,66,6.1,302.4,14.8,0
37.686,-120.757,353.4,1.4,1.2,2017-09-08,2054,Aqua,MODIS,97,6.1,306.2,98.4,0
37.69,-120.765,363.4,1.1,1,2017-09-12,1851,Terra,MODIS,100,6.1,309.8,92.8,0
37.689,-120.753,336.9,1.1,1,2017-09-12,1851,Terra,MODIS,86,6.1,307.7,30.3,0
37.681,-120.773,320.3,3.2,1.7,2017-09-12,2029,Aqua,MODIS,68,6.1,300.3,53.7,0
37.716,-120.92,311.1,1,1,2017-10-12,1903,Terra,MODIS,64,6.1,297.5,5.9,0
37.681,-120.764,322.5,1,1,2017-10-21,1857,Terra,MODIS,81,6.1,293,18.6,0
37.68,-120.753,310.9,1,1,2017-10-21,1857,Terra,MODIS,69,6.1,291.7,8.3,0
37.761,-120.934,307.2,1,1,2017-10-31,2112,Aqua,MODIS,55,6.1,294.5,4.5,0
37.681,-120.761,310.4,1.4,1.2,2017-11-01,1839,Terra,MODIS,66,6.1,293.9,11.7,0
37.682,-120.735,308.7,1.2,1.1,2017-11-18,2100,Aqua,MODIS,68,6.1,291.3,10.5,0
37.767,-120.915,314.5,1.2,1.1,2017-12-04,2100,Aqua,MODIS,75,6.1,287.8,17.6,0
37.767,-120.809,303.2,1.1,1,2017-12-17,1851,Terra,MODIS,55,6.1,285.1,6.8,0
37.773,-120.774,302.7,1,1,2017-12-18,2112,Aqua,MODIS,53,6.1,290.7,4.4,0
37.758,-120.914,305.6,1.1,1.1,2017-12-22,1909,Terra,MODIS,62,6.1,277.5,10.8,0
37.693,-120.957,316.6,1,1,2018-02-10,1857,Terra,MODIS,77,6.1,291.7,12.5,0
37.764,-120.916,302,1.5,1.2,2018-02-21,1839,Terra,MODIS,50,6.1,288,8.1,0
37.717,-120.924,309.8,1.1,1.1,2018-02-24,1909,Terra,MODIS,69,6.1,286.6,10.5,0
37.748,-120.918,303.4,1,1,2018-02-27,2119,Aqua,MODIS,56,6.1,290.3,3.8,0
37.757,-120.957,308.9,1,1,2018-03-05,1903,Terra,MODIS,64,6.1,289.6,8.8,0
37.755,-120.946,312.8,1,1,2018-03-05,1903,Terra,MODIS,69,6.1,289.6,11.6,0
37.751,-120.953,308.6,2.2,1.4,2018-03-05,2042,Aqua,MODIS,67,6.1,291.1,21.9,0
37.75,-120.957,309.1,2.2,1.4,2018-03-05,2042,Aqua,MODIS,68,6.1,291.1,24.5,0
35.923,-121.165,332.3,3.1,1.7,2018-06-02,2036,Aqua,MODIS,77,6.1,313.6,84.5,0
35.93,-121.136,328.8,3.1,1.7,2018-06-02,2036,Aqua,MODIS,62,6.1,315.5,60.2,0
35.922,-121.168,331.1,3.1,1.7,2018-06-02,2036,Aqua,MODIS,70,6.1,313.3,77.7,0
37.082,-120.361,320.2,1,1,2017-10-30,1851,Terra,MODIS,78,6.1,296.2,14.3,0
37.075,-120.374,315.7,1,1,2017-10-30,1851,Terra,MODIS,66,6.1,296.5,10.4,0
37.064,-120.318,306.9,1,1,2017-11-09,2106,Aqua,MODIS,58,6.1,293,4,0
37.038,-120.396,315.4,1.2,1.1,2017-11-14,2124,Aqua,MODIS,76,6.1,292.1,14.6,0
37.037,-120.409,310.6,1.2,1.1,2017-11-14,2124,Aqua,MODIS,70,6.1,292.7,9.7,0
36.935,-120.366,313.1,1.4,1.2,2017-11-27,1916,Terra,MODIS,73,6.1,288.5,19.7,0
36.932,-120.351,308.2,1.4,1.2,2017-11-27,1916,Terra,MODIS,67,6.1,288,13.8,0
36.93,-120.359,312.7,1.8,1.3,2017-12-04,1922,Terra,MODIS,73,6.1,286,27.7,0
36.933,-120.353,311,1.2,1.1,2017-12-20,2100,Aqua,MODIS,71,6.1,285.9,14,0
36.931,-120.366,314.2,1.2,1.1,2017-12-20,2100,Aqua,MODIS,74,6.1,286.7,17.2,0
37.106,-120.37,300.7,1.2,1.1,2017-12-22,1909,Terra,MODIS,41,6.1,283.1,7.6,0
36.977,-120.423,305.8,2.7,1.6,2018-01-19,1934,Terra,MODIS,62,6.1,285,33.8,0
36.986,-120.425,303.2,2.7,1.6,2018-01-19,1934,Terra,MODIS,55,6.1,285.3,27.7,0
36.977,-120.422,323.7,1,1,2018-01-19,2112,Aqua,MODIS,83,6.1,283.7,22.6,0
36.976,-120.433,308.5,1,1,2018-01-19,2112,Aqua,MODIS,65,6.1,284.3,9.4,0
36.949,-120.38,307.6,1.4,1.2,2018-01-20,1839,Terra,MODIS,66,6.1,283.5,15.1,0
36.956,-120.402,303.1,1.7,1.3,2018-01-21,1922,Terra,MODIS,55,6.1,283,14.8,0
36.952,-120.383,315.8,1.7,1.3,2018-01-21,1922,Terra,MODIS,76,6.1,282,34.7,0
36.955,-120.387,321.4,1.7,1.3,2018-01-21,1922,Terra,MODIS,81,6.1,282.7,44,0
36.954,-120.384,314.5,1.2,1.1,2018-01-21,2100,Aqua,MODIS,59,6.1,289.1,14.4,0
36.952,-120.396,323.1,1.2,1.1,2018-01-21,2100,Aqua,MODIS,82,6.1,289.4,24.4,0
36.956,-120.39,321.8,1.2,1.1,2018-01-21,2100,Aqua,MODIS,81,6.1,288.9,24.2,0
37.031,-120.379,301.5,1.2,1.1,2018-02-02,2125,Aqua,MODIS,47,6.1,284.3,5.2,0
37.034,-120.377,310.8,1,1,2018-02-03,1851,Terra,MODIS,70,6.1,292,9.2,0
37.119,-120.318,305.6,1,1,2018-02-13,2106,Aqua,MODIS,58,6.1,293.3,5,0
36.896,-120.34,312.1,1.7,1.3,2018-02-16,2137,Aqua,MODIS,66,6.1,297.9,12.9,0
36.908,-120.342,311.8,1.7,1.3,2018-02-16,2137,Aqua,MODIS,58,6.1,297.8,12,0
36.903,-120.347,313.2,1.7,1.3,2018-02-16,2137,Aqua,MODIS,41,6.1,297.7,14.6,0
36.62,-120.093,304.6,1.3,1.1,2017-11-17,1839,Terra,MODIS,59,6.1,289,8.6,0
36.62,-120.127,308.6,1.1,1.1,2017-12-04,2100,Aqua,MODIS,67,6.1,288.5,10.2,0
36.618,-120.14,310.9,1.1,1.1,2017-12-04,2100,Aqua,MODIS,71,6.1,290.1,12.2,0
36.619,-120.125,310,2.2,1.4,2017-12-21,2143,Aqua,MODIS,69,6.1,286.1,30.6,0
36.617,-120.149,303.2,2.2,1.4,2017-12-21,2143,Aqua,MODIS,55,6.1,287.4,16.3,0
36.599,-120.049,307.5,1,1,2018-02-10,1857,Terra,MODIS,25,6.1,294.4,3.9,0
36.59,-120.051,316.3,1,1,2018-02-10,1857,Terra,MODIS,75,6.1,293.2,10.8,0
36.582,-120.166,303.4,2.2,1.4,2018-02-23,2143,Aqua,MODIS,55,6.1,291.3,11.2,0
36.587,-120.085,325.3,1.1,1,2018-02-27,2119,Aqua,MODIS,84,6.1,292.2,21.6,0
36.596,-120.087,318,1.1,1,2018-02-27,2119,Aqua,MODIS,78,6.1,291.5,14.1,0
36.594,-120.099,306.3,1.1,1,2018-02-27,2119,Aqua,MODIS,26,6.1,290.9,4.6,0
36.552,-120.029,316.6,1.5,1.2,2018-03-19,1916,Terra,MODIS,77,6.1,290.8,22.4,0
34.499,-118.601,330.7,3.3,1.7,2017-10-24,1928,Terra,MODIS,83,6.1,305.6,118.8,0
34.502,-118.605,328,3.3,1.7,2017-10-24,1928,Terra,MODIS,79,6.1,305.5,99,0
34.461,-118.588,382.3,1.5,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,298.5,288.2,0
34.452,-118.606,401.2,1.5,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,298.6,461,0
34.449,-118.574,366.9,1.5,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,293.8,183.4,0
34.441,-118.608,353,1.5,1.2,2017-12-05,1827,Terra,MODIS,97,6.1,288.7,117.9,0
34.438,-118.576,316.6,1.5,1.2,2017-12-05,1827,Terra,MODIS,38,6.1,288.9,21.3,0
34.403,-118.61,320.9,2.6,1.6,2017-12-05,2142,Aqua,MODIS,80,6.1,292.5,68,0
34.409,-118.618,368.3,2.6,1.6,2017-12-05,2142,Aqua,MODIS,100,6.1,297.6,435.4,0
34.407,-118.645,390.3,2.6,1.6,2017-12-05,2142,Aqua,MODIS,100,6.1,301.6,794.4,0
34.425,-118.59,325.2,2.6,1.6,2017-12-05,2142,Aqua,MODIS,55,6.1,292.5,79,0
34.423,-118.618,379.9,2.6,1.6,2017-12-05,2142,Aqua,MODIS,100,6.1,301.3,602.9,0
34.421,-118.646,330.1,2.6,1.6,2017-12-05,2142,Aqua,MODIS,38,6.1,292.9,96.5,0
34.451,-118.621,334.3,2.6,1.6,2017-12-05,2142,Aqua,MODIS,89,6.1,294.1,130.3,0
34.455,-118.627,327.9,2.6,1.6,2017-12-05,2142,Aqua,MODIS,85,6.1,293.4,94.9,0
37.97,-119.892,326.5,1.3,1.1,2017-11-14,2124,Aqua,MODIS,69,6.1,287.8,35.9,0
36.381,-120.31,371.8,1.3,1.1,2017-09-14,1839,Terra,MODIS,100,6.1,302.7,163.5,0
36.373,-120.314,318.3,1.8,1.3,2017-09-15,1922,Terra,MODIS,46,6.1,305.5,12.6,0
36.384,-120.31,300.4,1,1,2017-09-15,0956,Aqua,MODIS,27,6.1,286.5,6.3,0
36.375,-120.315,354.8,1.2,1.1,2017-09-15,2059,Aqua,MODIS,97,6.1,310.2,76.3,0
36.382,-120.301,331.6,2,1.4,2017-09-16,1827,Terra,MODIS,82,6.1,302.4,51.9,0
36.379,-120.313,341.4,2.8,1.6,2017-10-31,1934,Terra,MODIS,92,6.1,290.2,192.3,0
36.372,-120.282,314.2,2.9,1.6,2017-10-31,1934,Terra,MODIS,43,6.1,287.5,39.1,0
36.366,-120.318,318.2,2.8,1.6,2017-10-31,1934,Terra,MODIS,44,6.1,291.5,56.7,0
36.378,-120.32,340.9,2.8,1.6,2017-10-31,1934,Terra,MODIS,91,6.1,290,191.7,0
36.371,-120.289,327.4,2.9,1.6,2017-10-31,1934,Terra,MODIS,83,6.1,289.9,102.1,0
36.365,-120.31,352.6,1,1,2017-10-31,2112,Aqua,MODIS,97,6.1,302.2,63.4,0
36.364,-120.321,340.5,1,1,2017-10-31,2112,Aqua,MODIS,92,6.1,299.7,39.3,0
36.376,-120.317,304.1,2.1,1.4,2017-11-01,0637,Terra,MODIS,59,6.1,282.3,28.6,0
36.376,-120.323,302.8,2.1,1.4,2017-11-01,0637,Terra,MODIS,51,6.1,282.2,24.5,0
36.377,-120.314,352.9,1.3,1.1,2017-11-01,1839,Terra,MODIS,97,6.1,296.3,94.9,0
36.369,-120.33,313.8,1.3,1.1,2017-11-01,1839,Terra,MODIS,23,6.1,294.2,10.2,0
36.367,-120.316,342.1,1.3,1.1,2017-11-01,1839,Terra,MODIS,92,6.1,296.1,61.9,0
36.252,-120.264,348.7,1,1,2017-11-15,1851,Terra,MODIS,95,6.1,294.6,56.1,0
36.253,-120.266,328.8,1.3,1.1,2017-11-17,1839,Terra,MODIS,86,6.1,285.9,42.4,0
36.252,-120.252,321.2,1.3,1.1,2017-11-17,1839,Terra,MODIS,81,6.1,280.6,29.9,0
36.247,-120.17,302.3,2.5,1.5,2017-11-28,1821,Terra,MODIS,50,6.1,288.8,18.1,0
36.239,-120.177,301.5,2.5,1.5,2017-11-28,1821,Terra,MODIS,47,6.1,288.1,16,0
36.238,-120.161,314.4,1.7,1.3,2017-11-28,2136,Aqua,MODIS,75,6.1,282.5,26.7,0
36.237,-120.18,373.2,1.7,1.3,2017-11-28,2136,Aqua,MODIS,100,6.1,284.8,284.5,0
36.248,-120.181,349.1,1.7,1.3,2017-11-28,2136,Aqua,MODIS,96,6.1,284.4,134.1,0
36.242,-120.173,304.2,1.1,1,2017-11-29,1903,Terra,MODIS,52,6.1,291.5,5.6,0
36.241,-120.174,303.2,1.2,1.1,2017-12-04,2100,Aqua,MODIS,55,6.1,289.5,6.5,0
36.267,-120.16,300.7,1.2,1.1,2017-12-04,2100,Aqua,MODIS,40,6.1,286.6,5.4,0
36.262,-120.219,319.5,1,1,2017-12-17,1851,Terra,MODIS,79,6.1,289.7,17.5,0
36.244,-120.223,307.3,1,1,2017-12-17,1851,Terra,MODIS,54,6.1,288.6,7.2,0
36.216,-120.264,327.6,1.3,1.1,2018-01-20,1839,Terra,MODIS,85,6.1,287.2,40.2,0
36.214,-120.25,327,1.3,1.1,2018-01-20,1839,Terra,MODIS,85,6.1,286.5,39.3,0
36.213,-120.272,308.4,3.4,1.7,2018-01-20,2155,Aqua,MODIS,58,6.1,285.6,50.9,0
36.525,-120.324,308.2,1,1,2018-01-28,2106,Aqua,MODIS,65,6.1,293.6,6.5,0
36.533,-120.309,303.5,1.1,1,2018-02-01,1903,Terra,MODIS,52,6.1,287.1,4.5,0
36.425,-120.33,302.1,1.1,1,2018-02-01,1903,Terra,MODIS,36,6.1,283.6,4,0
36.221,-120.212,310.4,2.6,1.6,2018-02-10,2036,Aqua,MODIS,66,6.1,294.8,24,0
36.215,-120.24,324.2,2.7,1.6,2018-02-10,2036,Aqua,MODIS,82,6.1,296.7,74.6,0
36.226,-120.221,330.1,2.6,1.6,2018-02-10,2036,Aqua,MODIS,86,6.1,294.7,103.1,0
36.22,-120.249,328.5,2.7,1.6,2018-02-10,2036,Aqua,MODIS,85,6.1,296,95,0
36.246,-120.259,321,2.3,1.5,2018-02-13,1928,Terra,MODIS,81,6.1,291.4,56.8,0
36.249,-120.263,323.8,2.3,1.5,2018-02-13,1928,Terra,MODIS,83,6.1,292.2,63,0
36.248,-120.263,348.9,1,1,2018-02-13,2106,Aqua,MODIS,95,6.1,297.4,59.6,0
36.246,-120.274,343.8,1,1,2018-02-13,2106,Aqua,MODIS,93,6.1,299.3,48.6,0
36.337,-120.301,304.3,1.5,1.2,2018-02-15,1916,Terra,MODIS,59,6.1,292.8,7.1,0
36.242,-120.253,376.9,1.1,1,2018-05-08,1904,Terra,MODIS,100,6.1,300.6,145.4,0
36.24,-120.241,353.9,1.1,1,2018-05-08,1904,Terra,MODIS,97,6.1,303.4,67.1,0
36.233,-120.255,357.9,1.1,1,2018-05-08,1904,Terra,MODIS,99,6.1,305.4,73.5,0
36.231,-120.243,339.2,1.1,1,2018-05-08,1904,Terra,MODIS,76,6.1,301.4,31.5,0
36.238,-120.251,304.1,1,1,2018-05-09,0607,Terra,MODIS,49,6.1,279.6,7.8,0
36.233,-120.281,331.9,3.8,1.8,2018-05-09,1809,Terra,MODIS,78,6.1,303.8,148.7,0
36.231,-120.24,344.1,3.8,1.8,2018-05-09,1809,Terra,MODIS,90,6.1,299.9,286.2,0
36.225,-120.248,320.1,3.8,1.8,2018-05-09,1809,Terra,MODIS,14,6.1,300.2,57.6,0
36.246,-120.287,320.7,4.5,2,2018-05-09,1947,Terra,MODIS,50,6.1,304.6,76,0
36.233,-120.237,327.3,4.6,2,2018-05-09,1947,Terra,MODIS,80,6.1,300.9,141.5,0
36.232,-120.242,326.8,4.6,2,2018-05-09,1947,Terra,MODIS,79,6.1,301.5,135.9,0
36.236,-120.257,362,1.2,1.1,2018-05-09,2125,Aqua,MODIS,100,6.1,312.1,89.3,0
36.63,-119.387,338.4,1.7,1.3,2017-09-08,1916,Terra,MODIS,87,6.1,303.2,65.1,0
36.621,-119.385,340.3,1.2,1.1,2017-09-08,2053,Aqua,MODIS,88,6.1,308.2,42,0
36.621,-119.392,336.2,1.2,1.1,2017-09-08,2053,Aqua,MODIS,85,6.1,308.5,32.4,0
36.307,-119.125,316.9,3.4,1.7,2017-09-13,1934,Terra,MODIS,46,6.1,300.1,32.4,0
36.62,-119.376,338.8,1,1,2017-09-13,2112,Aqua,MODIS,86,6.1,311.8,28.1,0
36.334,-119.126,314.4,1,1,2017-09-22,2105,Aqua,MODIS,52,6.1,299.5,5.8,0
36.575,-119.402,311,1,1,2017-11-09,2106,Aqua,MODIS,67,6.1,298.5,5.4,0
36.583,-119.324,328.4,1.7,1.3,2017-11-27,1916,Terra,MODIS,86,6.1,287,56.6,0
36.26,-119.171,302,2,1.4,2017-11-28,2136,Aqua,MODIS,50,6.1,288.9,11.7,0
36.395,-119.32,301,2.5,1.5,2017-12-21,2143,Aqua,MODIS,43,6.1,286.5,18.2,0
37.823,-120.847,304.3,1,1,2017-10-21,1857,Terra,MODIS,52,6.1,292,3.9,0
37.813,-120.851,304.6,1.5,1.2,2017-11-01,1839,Terra,MODIS,54,6.1,292.6,5.4,0
37.916,-120.959,301.6,1.1,1,2017-12-17,1851,Terra,MODIS,48,6.1,285.3,5.2,0
37.914,-120.947,301.9,1.1,1,2017-12-17,1851,Terra,MODIS,50,6.1,285.8,5.4,0
37.798,-120.786,301.1,1.5,1.2,2018-02-21,1839,Terra,MODIS,45,6.1,289.2,7.4,0
37.843,-120.979,317.3,1.4,1.2,2018-04-04,2055,Aqua,MODIS,65,6.1,288,18.3,0
37.871,-120.959,310.9,1.3,1.1,2018-04-20,1916,Terra,MODIS,47,6.1,295.7,9.6,0
37.955,-120.757,326.2,1.6,1.3,2018-06-30,0544,Terra,MODIS,100,6.1,295.9,47.6,0
37.951,-120.776,345.3,1.6,1.3,2018-06-30,0544,Terra,MODIS,100,6.1,295.4,107.7,0
37.966,-120.76,311.1,1.6,1.3,2018-06-30,0544,Terra,MODIS,56,6.1,295.7,17.7,0
37.962,-120.779,326.8,1.6,1.3,2018-06-30,0544,Terra,MODIS,100,6.1,294.8,48.3,0
37.977,-120.763,323.3,1.6,1.3,2018-06-30,0544,Terra,MODIS,100,6.1,295.7,40.1,0
37.974,-120.782,310.4,1.6,1.3,2018-06-30,0544,Terra,MODIS,52,6.1,294.6,16.7,0
37.965,-120.766,324.3,1.6,1.3,2018-06-30,0544,Terra,MODIS,100,6.1,296,42.2,0
37.961,-120.784,319.3,1.6,1.3,2018-06-30,0544,Terra,MODIS,98,6.1,293.7,32.1,0
37.98,-120.75,306.2,1.6,1.3,2018-06-30,0544,Terra,MODIS,65,6.1,294.7,12.1,0
37.976,-120.769,322.5,1.6,1.3,2018-06-30,0544,Terra,MODIS,100,6.1,295.8,39.8,0
37.983,-120.762,301.7,1.1,1,2018-06-30,0957,Aqua,MODIS,41,6.1,291.2,4.9,0
37.956,-120.768,301.2,1.1,1,2018-06-30,0957,Aqua,MODIS,32,6.1,290,5,0
37.62,-121.306,317.5,1,1,2017-10-21,1857,Terra,MODIS,75,6.1,292.5,12.3,0
37.535,-121.252,325.7,1.9,1.3,2017-11-09,1928,Terra,MODIS,58,6.1,288.7,49.7,0
37.564,-121.28,308.5,1.9,1.3,2017-11-10,1833,Terra,MODIS,55,6.1,292.3,13.1,0
37.562,-121.259,317.2,1.9,1.3,2017-11-10,1833,Terra,MODIS,77,6.1,291.8,30.1,0
37.552,-121.281,314.4,1.9,1.3,2017-11-10,1833,Terra,MODIS,67,6.1,293.5,23.4,0
37.55,-121.26,330.4,1.9,1.3,2017-11-10,1833,Terra,MODIS,87,6.1,293,65.3,0
