latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,type
37.485,-119.603,325.3,2.9,1.6,2017-09-02,1814,Terra,MODIS,56,6.1,298.3,81.9,0
37.482,-119.565,321.3,2.9,1.6,2017-09-02,1814,Terra,MODIS,30,6.1,299.1,60.1,0
37.441,-119.608,321,2.9,1.6,2017-09-02,1814,Terra,MODIS,17,6.1,301.1,52.8,0
37.491,-119.58,312.2,1.9,1.4,2017-09-02,1027,Aqua,MODIS,76,6.1,290.7,28.5,0
37.451,-119.572,319.5,1.9,1.4,2017-09-02,1027,Aqua,MODIS,83,6.1,292.4,42.9,0
37.444,-119.657,309.3,1.9,1.3,2017-09-02,1027,Aqua,MODIS,49,6.1,293.4,19.1,0
37.444,-119.62,314.5,1.9,1.3,2017-09-02,1027,Aqua,MODIS,42,6.1,292.3,27.6,0
37.44,-119.665,307.1,1.9,1.3,2017-09-02,1027,Aqua,MODIS,70,6.1,292.3,16.5,0
37.432,-119.59,348.3,1.6,1.2,2017-09-02,2130,Aqua,MODIS,92,6.1,303.8,96,0
37.429,-119.623,328.4,1.6,1.2,2017-09-02,2130,Aqua,MODIS,56,6.1,303.8,30.4,0
37.465,-119.596,329.6,1.6,1.2,2017-09-02,2130,Aqua,MODIS,20,6.1,297.6,28.5,0
37.476,-119.602,327.2,1.6,1.2,2017-09-02,2130,Aqua,MODIS,18,6.1,298.1,31.8,0
37.432,-119.61,312.8,3.5,1.8,2017-09-03,0518,Terra,MODIS,86,6.1,293,65.5,0
37.458,-119.572,312.4,3.5,1.8,2017-09-03,0518,Terra,MODIS,76,6.1,290.7,64.5,0
37.447,-119.617,312.3,3.5,1.8,2017-09-03,0518,Terra,MODIS,85,6.1,291.4,60.9,0
37.445,-119.605,313.8,4.8,2,2017-09-03,0656,Terra,MODIS,83,6.1,292.3,108.6,0
37.443,-119.611,314.2,4.8,2,2017-09-03,0656,Terra,MODIS,85,6.1,292.5,113.3,0
37.472,-119.573,333.6,1,1,2017-09-03,1857,Terra,MODIS,47,6.1,298.8,26.1,0
37.456,-119.589,323.6,1,1,2017-09-03,1857,Terra,MODIS,56,6.1,299.1,13.9,0
37.444,-119.574,342.8,1,1,2017-09-03,1857,Terra,MODIS,90,6.1,300.7,44.1,0
37.438,-119.599,363.5,1,1,2017-09-03,1857,Terra,MODIS,100,6.1,306.1,91.6,0
37.437,-119.587,381.2,1,1,2017-09-03,1857,Terra,MODIS,100,6.1,307.8,156.7,0
37.433,-119.623,376.8,1,1,2017-09-03,1857,Terra,MODIS,100,6.1,307.3,137.5,0
37.431,-119.612,380.9,1,1,2017-09-03,1857,Terra,MODIS,100,6.1,306.7,154.6,0
37.464,-119.579,307.5,1.9,1.3,2017-09-03,0931,Aqua,MODIS,9,6.1,292.2,16.6,0
37.479,-119.559,308.2,1.8,1.3,2017-09-03,0931,Aqua,MODIS,13,6.1,291.4,18,0
37.455,-119.563,306.2,1.8,1.3,2017-09-03,0931,Aqua,MODIS,9,6.1,291.4,15,0
37.448,-119.61,316.9,1.9,1.3,2017-09-03,0931,Aqua,MODIS,94,6.1,293.1,33.8,0
37.444,-119.566,323.8,1.8,1.3,2017-09-03,0931,Aqua,MODIS,100,6.1,293,51.8,0
37.434,-119.59,310.7,1.9,1.3,2017-09-03,0931,Aqua,MODIS,81,6.1,292.6,22.7,0
37.431,-119.629,319.8,1,1,2017-09-04,0601,Terra,MODIS,64,6.1,273.4,15.1,0
37.452,-119.616,317.8,1,1,2017-09-04,0601,Terra,MODIS,95,6.1,278.6,18.5,0
37.476,-119.575,308.2,1.3,1.1,2017-09-04,1014,Aqua,MODIS,74,6.1,289.2,12.5,0
37.455,-119.573,308.8,1.3,1.1,2017-09-04,1014,Aqua,MODIS,47,6.1,291,12.2,0
37.437,-119.591,332.9,1.3,1.1,2017-09-04,1014,Aqua,MODIS,100,6.1,296.5,44.5,0
37.427,-119.593,337,1.3,1.1,2017-09-04,1014,Aqua,MODIS,91,6.1,296.7,52.3,0
37.41,-119.67,317.5,1.3,1.1,2017-09-04,1014,Aqua,MODIS,95,6.1,287.3,19.6,0
37.438,-119.582,306.3,1.2,1.1,2017-09-06,0549,Terra,MODIS,66,6.1,281.7,11.8,0
37.423,-119.666,307.3,1.2,1.1,2017-09-06,0549,Terra,MODIS,66,6.1,279.1,11.8,0
37.451,-119.576,326.4,1.2,1.1,2017-09-06,0549,Terra,MODIS,100,6.1,283.9,35.4,0
37.452,-119.563,309.2,1,1,2017-09-06,1002,Aqua,MODIS,77,6.1,287.5,10.8,0
37.445,-119.576,316.6,1,1,2017-09-06,1002,Aqua,MODIS,83,6.1,290,15.4,0
37.443,-119.565,311.3,1,1,2017-09-06,1002,Aqua,MODIS,45,6.1,288.9,11.3,0
37.436,-119.578,314,1,1,2017-09-06,1002,Aqua,MODIS,62,6.1,290.1,13,0
37.435,-119.636,316.6,1,1,2017-09-06,1002,Aqua,MODIS,94,6.1,290.1,15.1,0
37.425,-119.622,325.1,1,1,2017-09-06,1002,Aqua,MODIS,100,6.1,292.4,23.2,0
37.423,-119.669,303.4,1,1,2017-09-06,1002,Aqua,MODIS,51,6.1,289.7,5.9,0
37.392,-119.616,331.6,1,1,2017-09-06,2106,Aqua,MODIS,77,6.1,302.3,22.3,0
37.401,-119.618,327.9,1,1,2017-09-06,2106,Aqua,MODIS,64,6.1,300.7,16.9,0
37.424,-119.588,325.2,1,1,2017-09-06,2106,Aqua,MODIS,34,6.1,299.3,15.2,0
37.434,-119.579,330.3,1,1,2017-09-06,2106,Aqua,MODIS,72,6.1,298.6,22.9,0
37.445,-119.57,378.4,1,1,2017-09-06,2106,Aqua,MODIS,100,6.1,298.7,141.8,0
37.455,-119.568,303.6,2,1.4,2017-09-07,0632,Terra,MODIS,48,6.1,285.4,18.7,0
37.443,-119.563,327.9,1.5,1.2,2017-09-07,1833,Terra,MODIS,78,6.1,294,39.3,0
37.45,-119.566,323.4,1.5,1.2,2017-09-07,1833,Terra,MODIS,71,6.1,294.3,30.1,0
37.44,-119.57,329.6,1.5,1.2,2017-09-07,1833,Terra,MODIS,71,6.1,294.1,40.8,0
37.448,-119.567,305.6,1.8,1.3,2017-09-08,0536,Terra,MODIS,65,6.1,286.1,20.7,0
37.454,-119.567,319.6,1.1,1,2017-09-08,0950,Aqua,MODIS,99,6.1,287.6,21.7,0
37.445,-119.569,326.3,1.1,1,2017-09-08,0950,Aqua,MODIS,100,6.1,288.3,29.6,0
37.435,-119.577,351.5,1.2,1.1,2017-09-08,2053,Aqua,MODIS,95,6.1,300,82.8,0
37.445,-119.579,319.5,1.2,1.1,2017-09-08,2053,Aqua,MODIS,64,6.1,296.5,17.7,0
37.473,-119.639,310,1.2,1.1,2018-04-04,2055,Aqua,MODIS,59,6.1,289.9,12,0
37.471,-119.652,328.2,1.2,1.1,2018-04-04,2055,Aqua,MODIS,84,6.1,293.3,35.9,0
35.526,-119.233,323.8,1.3,1.1,2017-09-07,1833,Terra,MODIS,43,6.1,303.5,15.2,0
35.528,-119.262,325,1,1,2017-09-22,2105,Aqua,MODIS,68,6.1,305.2,14.7,0
35.603,-119.255,315.1,1.5,1.2,2017-10-03,1910,Terra,MODIS,28,6.1,298.2,12.6,0
35.571,-119.264,324.1,1.5,1.2,2017-10-03,1910,Terra,MODIS,77,6.1,297.1,29.7,0
35.578,-119.268,327.7,1.5,1.2,2017-10-03,1910,Terra,MODIS,80,6.1,298.8,36.9,0
35.52,-119.242,312.6,1.5,1.2,2017-10-03,2047,Aqua,MODIS,36,6.1,296.5,9,0
35.575,-119.263,312.4,1.5,1.2,2017-10-03,2047,Aqua,MODIS,50,6.1,296.8,13,0
35.59,-119.288,321.6,2.6,1.6,2017-10-04,1815,Terra,MODIS,72,6.1,294.9,62.2,0
35.585,-119.276,321.1,1.6,1.2,2017-10-04,2130,Aqua,MODIS,65,6.1,299.8,25.7,0
35.559,-119.357,342.6,1.1,1,2017-10-21,1858,Terra,MODIS,92,6.1,296.5,48.1,0
35.59,-119.238,317.9,1,1,2017-10-23,1845,Terra,MODIS,40,6.1,300.1,10.7,0
35.578,-119.218,333.7,1,1,2017-10-23,1845,Terra,MODIS,84,6.1,297.3,27.6,0
35.527,-119.316,335,1,1,2017-10-31,2111,Aqua,MODIS,87,6.1,295.4,31.7,0
35.536,-119.318,319.4,1,1,2017-10-31,2111,Aqua,MODIS,73,6.1,295.5,13.7,0
35.581,-119.241,311.1,1,1,2017-11-08,1845,Terra,MODIS,56,6.1,292.6,7.4,0
35.557,-119.237,305.1,3.7,1.8,2017-11-08,2023,Aqua,MODIS,31,6.1,282.7,34.7,0
35.571,-119.252,321.3,1,1,2017-11-09,2105,Aqua,MODIS,77,6.1,294.2,16.4,0
35.578,-119.345,301.2,2.1,1.4,2017-11-28,1821,Terra,MODIS,45,6.1,288.1,13,0
35.584,-119.243,311,2.2,1.4,2017-12-04,1922,Terra,MODIS,71,6.1,286.6,35.5,0
35.577,-119.256,336.3,1.1,1,2017-12-04,2059,Aqua,MODIS,90,6.1,294.3,43,0
35.602,-119.381,319.2,1.1,1,2017-12-04,2059,Aqua,MODIS,79,6.1,290.4,18.7,0
35.611,-119.384,331.1,1.1,1,2017-12-04,2059,Aqua,MODIS,87,6.1,291.6,33.7,0
35.619,-119.206,305.2,2.5,1.5,2017-12-21,2142,Aqua,MODIS,58,6.1,285.6,26.4,0
35.617,-119.233,336,2.5,1.5,2017-12-21,2142,Aqua,MODIS,90,6.1,287.5,141.2,0
35.625,-119.232,302.5,1.6,1.2,2017-12-23,2130,Aqua,MODIS,52,6.1,277.1,13.9,0
34.626,-119.433,424.4,1,1,2017-12-18,2111,Aqua,MODIS,100,6.1,306.5,431.3,0
34.598,-119.389,363.3,2.3,1.5,2017-12-20,1922,Terra,MODIS,100,6.1,288.6,320.8,0
34.586,-119.453,315.6,2.3,1.5,2017-12-20,1922,Terra,MODIS,75,6.1,284.9,47.4,0
34.601,-119.386,316,1.1,1.1,2017-12-20,2059,Aqua,MODIS,43,6.1,286.3,16.6,0
34.599,-119.461,312.2,1.1,1.1,2017-12-20,2059,Aqua,MODIS,71,6.1,284.6,14.2,0
34.321,-118.341,324,1.4,1.2,2017-12-05,1827,Terra,MODIS,15,6.1,290.1,29.8,0
37.519,-119.403,316.5,1,1,2017-09-03,1857,Terra,MODIS,55,6.1,299.5,9,0
36.159,-118.621,332.7,1.1,1,2017-09-03,1858,Terra,MODIS,72,6.1,297.4,29.8,0
36.095,-118.676,321.3,3,1.6,2017-09-06,1928,Terra,MODIS,41,6.1,291.2,74.9,0
36.125,-118.632,368.1,1,1,2017-09-11,0607,Terra,MODIS,100,6.1,283,116.9,0
36.343,-119.115,314.5,1.1,1,2017-09-19,1858,Terra,MODIS,42,6.1,297.8,4.9,0
36.327,-119.113,314.7,1,1,2017-09-22,2105,Aqua,MODIS,57,6.1,299.8,6.2,0
35.331,-118.81,322.4,1.5,1.2,2017-10-03,2047,Aqua,MODIS,71,6.1,307,18.5,0
36.659,-119.406,316.9,1.2,1.1,2017-11-01,1839,Terra,MODIS,74,6.1,295.2,14.5,0
35.924,-119.269,361.9,1,1,2017-11-15,1851,Terra,MODIS,100,6.1,298.3,87.8,0
35.784,-119.264,307.1,3,1.6,2017-11-15,2029,Aqua,MODIS,44,6.1,292.9,20.4,0
36.586,-119.343,324,1.7,1.3,2017-11-27,1916,Terra,MODIS,83,6.1,287.5,47.6,0
37.029,-119.241,323.9,1.8,1.3,2017-11-29,2041,Aqua,MODIS,83,6.1,285.8,52.2,0
37.215,-119.423,325.1,1.1,1,2017-12-02,0554,Terra,MODIS,100,6.1,277,30.6,0
36.081,-119.125,309.8,2.2,1.4,2017-12-04,1922,Terra,MODIS,45,6.1,285.9,25.6,0
35.922,-119.257,323.3,2.2,1.4,2017-12-04,1922,Terra,MODIS,82,6.1,287.9,67.3,0
34.279,-118.349,372.5,1.4,1.2,2017-12-05,1827,Terra,MODIS,100,6.1,301.6,203.7,0
34.278,-119.224,312,1.6,1.2,2017-12-05,1827,Terra,MODIS,28,6.1,292.6,15.7,0
34.398,-118.665,351.2,2.6,1.5,2017-12-05,2142,Aqua,MODIS,96,6.1,291,250.1,0
34.432,-119.045,328.6,2.5,1.5,2017-12-05,2142,Aqua,MODIS,73,6.1,293.1,88.4,0
34.337,-118.378,315.6,1.7,1.3,2017-12-06,1910,Terra,MODIS,58,6.1,291.4,24.1,0
34.433,-119.153,326.1,1.1,1,2017-12-06,0945,Aqua,MODIS,78,6.1,283.4,29.5,0
34.474,-119.219,379.3,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,300.4,163.5,0
34.475,-119.289,406.9,1.1,1,2017-12-07,0612,Terra,MODIS,100,6.1,287.3,322.3,0
34.457,-119.335,328.7,2.6,1.6,2017-12-07,1815,Terra,MODIS,76,6.1,295.6,96.8,0
34.32,-118.304,313.4,1.7,1.3,2017-12-07,2130,Aqua,MODIS,48,6.1,299.5,16.3,0
34.493,-119.295,381.9,1.5,1.2,2017-12-07,2130,Aqua,MODIS,100,6.1,308.4,273,0
34.518,-119.319,313.5,1.1,1,2017-12-08,1858,Terra,MODIS,24,6.1,289.2,9.7,0
34.479,-119.398,309.4,1,1,2017-12-09,0600,Terra,MODIS,70,6.1,282.5,11.5,0
34.45,-119.355,348.7,4.2,1.9,2017-12-09,1802,Terra,MODIS,95,6.1,284.4,413.8,0
34.421,-118.971,345.1,1,1,2017-12-11,2105,Aqua,MODIS,93,6.1,305,48.4,0
34.555,-119.377,380.1,1.4,1.2,2017-12-12,1833,Terra,MODIS,100,6.1,302.5,230.4,0
34.561,-119.384,370.8,1,1,2017-12-13,0951,Aqua,MODIS,100,6.1,294.5,122.5,0
34.552,-119.402,321.9,1.2,1.1,2017-12-14,0618,Terra,MODIS,41,6.1,287.3,27.6,0
34.461,-118.982,409.8,2,1.4,2017-12-14,1821,Terra,MODIS,100,6.1,306,843.9,0
34.509,-119.182,352.2,1.9,1.3,2017-12-14,2136,Aqua,MODIS,96,6.1,305.6,141,0
34.558,-119.391,310,1.3,1.1,2017-12-15,0939,Aqua,MODIS,45,6.1,283.6,17.7,0
34.603,-119.362,324.5,2.3,1.5,2017-12-21,2142,Aqua,MODIS,83,6.1,286.4,83.4,0
34.586,-119.407,339.6,1.1,1,2017-12-25,2118,Aqua,MODIS,92,6.1,279.7,49.1,0
37.234,-119.466,309,1,1,2017-09-04,0601,Terra,MODIS,16,6.1,281,7.4,0
37.243,-119.468,356.6,1,1,2017-09-04,0601,Terra,MODIS,100,6.1,294.3,77.5,0
37.248,-119.46,323.4,1.3,1.1,2017-09-04,1014,Aqua,MODIS,100,6.1,295.5,30.8,0
37.24,-119.475,316.1,1.3,1.1,2017-09-04,1014,Aqua,MODIS,93,6.1,294.4,19.6,0
37.228,-119.463,306.2,1.3,1.1,2017-09-04,1014,Aqua,MODIS,45,6.1,294.2,9.4,0
37.241,-119.466,318.7,1.1,1.1,2017-09-04,2118,Aqua,MODIS,37,6.1,283,11.7,0
37.214,-119.442,301.1,3.6,1.8,2017-11-30,1808,Terra,MODIS,44,6.1,286.5,34.5,0
37.091,-119.445,304.5,1,1,2018-01-12,2106,Aqua,MODIS,57,6.1,283.9,6.8,0
37.217,-119.446,300.8,2.3,1.5,2018-01-15,1820,Terra,MODIS,41,6.1,273.4,19.6,0
37.092,-119.446,307.5,1.1,1,2018-02-06,2100,Aqua,MODIS,61,6.1,289.6,8.5,0
37.33,-119.648,302.5,1,1,2018-02-20,2113,Aqua,MODIS,52,6.1,286.9,6.4,0
37.283,-119.532,331.9,1.3,1.1,2018-02-24,1909,Terra,MODIS,88,6.1,277,51.6,0
37.276,-119.532,313.7,1.5,1.2,2018-02-24,2048,Aqua,MODIS,74,6.1,275.5,25.9,0
37.286,-119.535,311.9,1.5,1.2,2018-02-24,2048,Aqua,MODIS,51,6.1,276.2,23.2,0
37.107,-119.432,310.5,1,1,2018-04-02,2107,Aqua,MODIS,45,6.1,295.6,6.9,0
37.114,-119.429,308.1,1.5,1.2,2018-04-03,1833,Terra,MODIS,34,6.1,292.1,9.7,0
37.104,-119.612,314.5,1.2,1.1,2018-06-05,0550,Terra,MODIS,89,6.1,294,17.7,0
36.428,-119.176,318.7,1,1,2017-09-22,2105,Aqua,MODIS,61,6.1,298.7,9.6,0
36.012,-119.001,319,2.3,1.5,2017-10-01,1922,Terra,MODIS,67,6.1,300.2,27.7,0
36.511,-118.959,333.3,1,1,2017-11-09,2106,Aqua,MODIS,87,6.1,292.7,30.1,0
36.124,-119.126,306.8,2,1.4,2017-11-28,2136,Aqua,MODIS,64,6.1,283.1,19.2,0
36.122,-119.149,313.8,2,1.4,2017-11-28,2136,Aqua,MODIS,74,6.1,283.5,33.2,0
35.88,-119.191,300.5,2.3,1.5,2018-01-09,2035,Aqua,MODIS,37,6.1,287.6,13.1,0
36.456,-118.902,302.3,1,1,2018-01-11,1845,Terra,MODIS,49,6.1,288.1,5.5,0
35.868,-119.19,318.8,1.1,1,2018-01-21,2100,Aqua,MODIS,79,6.1,289.6,18.3,0
35.949,-119.161,303.3,1.1,1,2018-01-21,2100,Aqua,MODIS,54,6.1,288.6,5,0
35.957,-119.157,300.9,1.1,1,2018-01-21,2100,Aqua,MODIS,38,6.1,288.3,4,0
35.955,-119.169,302.7,1.1,1,2018-01-21,2100,Aqua,MODIS,53,6.1,287.9,5.3,0
36.298,-119.189,301.3,2.3,1.5,2018-01-25,2035,Aqua,MODIS,35,6.1,283.5,14,0
35.86,-119.181,326.4,1.1,1.1,2018-01-26,2118,Aqua,MODIS,84,6.1,286.5,28.5,0
35.858,-119.193,301.5,1.1,1.1,2018-01-26,2118,Aqua,MODIS,47,6.1,286.1,4.4,0
35.866,-119.176,339.4,1.1,1.1,2018-01-26,2118,Aqua,MODIS,91,6.1,285.2,49.3,0
35.865,-119.188,343.7,1.1,1.1,2018-01-26,2118,Aqua,MODIS,93,6.1,289.3,57.7,0
36.153,-119.147,319.5,1.1,1.1,2018-01-26,2118,Aqua,MODIS,79,6.1,288.8,20.1,0
36.364,-119.084,300.2,1.1,1.1,2018-01-26,2118,Aqua,MODIS,25,6.1,288.9,3.8,0
36.165,-119.068,307.6,2.7,1.6,2018-02-13,1928,Terra,MODIS,66,6.1,289.2,31.2,0
36.161,-119.075,307.1,2.7,1.6,2018-02-13,1928,Terra,MODIS,65,6.1,289.4,30.2,0
35.948,-119.098,304.9,2.8,1.6,2018-02-13,1928,Terra,MODIS,60,6.1,291.9,17.5,0
35.943,-119.108,317.1,1,1,2018-02-13,2106,Aqua,MODIS,76,6.1,298.4,10.4,0
36.162,-119.068,312.4,1,1,2018-02-13,2106,Aqua,MODIS,71,6.1,294.1,8.2,0
36.16,-119.079,308.5,1,1,2018-02-13,2106,Aqua,MODIS,65,6.1,293.9,5.5,0
36.334,-119.153,307.2,1.4,1.2,2018-02-14,1833,Terra,MODIS,65,6.1,290,10.1,0
36.332,-119.137,325.2,1.4,1.2,2018-02-14,1833,Terra,MODIS,84,6.1,289.5,35.7,0
36.448,-119.192,302.9,1.7,1.3,2018-02-15,1916,Terra,MODIS,46,6.1,288.8,9.3,0
36.331,-119.136,311,1.7,1.3,2018-02-15,1916,Terra,MODIS,71,6.1,289.5,20,0
36.334,-119.141,314.1,1.7,1.3,2018-02-15,1916,Terra,MODIS,74,6.1,290,24.2,0
35.917,-119.101,322.7,1.2,1.1,2018-02-15,2054,Aqua,MODIS,81,6.1,298.6,21.4,0
36.324,-119.144,307.2,1.2,1.1,2018-02-15,2054,Aqua,MODIS,50,6.1,293.7,6.1,0
36.334,-119.147,307.3,1.2,1.1,2018-02-15,2054,Aqua,MODIS,52,6.1,293.8,5.9,0
36.144,-119.097,316.1,2.1,1.4,2018-02-16,1821,Terra,MODIS,75,6.1,290,37.7,0
36.142,-119.074,330.6,2.1,1.4,2018-02-16,1821,Terra,MODIS,86,6.1,291.3,83.2,0
35.975,-119.084,306,2.1,1.4,2018-02-16,1821,Terra,MODIS,44,6.1,292.9,12.5,0
35.932,-119.112,313.2,2,1.4,2018-02-16,2137,Aqua,MODIS,66,6.1,299.8,17.5,0
35.96,-119.098,315,2,1.4,2018-02-16,2137,Aqua,MODIS,68,6.1,298.5,20.3,0
36.141,-119.088,319.1,2,1.4,2018-02-16,2137,Aqua,MODIS,76,6.1,296.4,36.9,0
35.975,-119.093,309.5,3.3,1.7,2018-02-18,1808,Terra,MODIS,63,6.1,294,33.7,0
35.964,-119.1,308.1,3.3,1.7,2018-02-18,1808,Terra,MODIS,60,6.1,294,30.5,0
35.962,-119.063,305.2,3.3,1.7,2018-02-18,1808,Terra,MODIS,49,6.1,293.8,18.7,0
35.961,-119.089,320.7,1.3,1.1,2018-02-18,2124,Aqua,MODIS,76,6.1,301.1,17.2,0
35.971,-119.091,320.6,1.3,1.1,2018-02-18,2124,Aqua,MODIS,76,6.1,301.3,17.6,0
35.995,-118.973,306.5,1,1,2018-02-19,1851,Terra,MODIS,64,6.1,284.4,8.5,0
36.172,-119.039,308,1.1,1,2018-02-22,2100,Aqua,MODIS,58,6.1,292.7,5.7,0
36.17,-119.051,349.9,1.1,1,2018-02-22,2100,Aqua,MODIS,96,6.1,295.6,65.7,0
35.897,-119.101,301.6,1.7,1.3,2018-02-23,1827,Terra,MODIS,0,6.1,279.5,10,0
35.892,-119.186,310.1,1.5,1.2,2018-02-24,2048,Aqua,MODIS,69,6.1,292,10.8,0
35.829,-119.191,307.3,1,1,2018-02-28,1845,Terra,MODIS,65,6.1,290.6,6.3,0
35.828,-119.179,302.8,1,1,2018-02-28,1845,Terra,MODIS,45,6.1,287.7,3.6,0
36.363,-119.17,305.7,1,1,2018-03-14,1857,Terra,MODIS,52,6.1,291,5.4,0
35.84,-119.149,310.5,1.1,1,2018-03-14,1857,Terra,MODIS,36,6.1,290.7,9.8,0
36.078,-119.14,311.7,1.4,1.2,2018-03-28,1910,Terra,MODIS,41,6.1,296.4,6.9,0
36.075,-119.125,322.7,1.4,1.2,2018-03-28,1910,Terra,MODIS,77,6.1,297.5,23.5,0
36.065,-119.128,314.9,1.4,1.2,2018-03-28,1910,Terra,MODIS,37,6.1,297.4,10.9,0
36.068,-119.133,350.7,1.5,1.2,2018-03-28,2048,Aqua,MODIS,96,6.1,300.6,101.5,0
36.065,-119.149,316.3,1.5,1.2,2018-03-28,2048,Aqua,MODIS,67,6.1,299.6,13.6,0
36.07,-119.134,316.8,1.1,1.1,2018-03-29,0613,Terra,MODIS,94,6.1,285,21.4,0
36.405,-119.11,312.5,2.6,1.6,2018-03-29,1815,Terra,MODIS,49,6.1,293.6,29.1,0
36.396,-119.116,323.9,1.6,1.3,2018-03-29,2131,Aqua,MODIS,70,6.1,300.8,26.3,0
36.407,-119.118,318.3,1.6,1.3,2018-03-29,2131,Aqua,MODIS,57,6.1,300.4,14.9,0
36.495,-119.188,320.7,1,1,2018-03-30,1858,Terra,MODIS,71,6.1,300.8,11.9,0
36.407,-119.114,318.1,1.1,1,2018-03-30,1858,Terra,MODIS,67,6.1,301.2,8.6,0
36.394,-119.195,315.5,1,1,2018-03-30,1858,Terra,MODIS,49,6.1,301.4,5.5,0
36.354,-119.163,321,1.1,1.1,2018-03-31,2119,Aqua,MODIS,73,6.1,300.6,11.1,0
36.497,-119.204,323.7,1.7,1.3,2018-04-04,1916,Terra,MODIS,81,6.1,299.7,31,0
35.863,-119.188,315.9,1.4,1.2,2018-04-13,1910,Terra,MODIS,60,6.1,301.6,12.8,0
35.86,-119.172,329,1.5,1.2,2018-04-13,1910,Terra,MODIS,82,6.1,299.8,36.4,0
35.79,-119.116,319.4,1.5,1.2,2018-04-13,1910,Terra,MODIS,71,6.1,302.3,17.8,0
35.856,-119.187,318.5,1.5,1.2,2018-04-13,2048,Aqua,MODIS,65,6.1,305.7,14.5,0
36.226,-119.094,314.4,2.6,1.5,2018-04-14,1815,Terra,MODIS,48,6.1,300.5,26.1,0
36.207,-119.135,342.1,1,1,2018-04-18,2106,Aqua,MODIS,87,6.1,275.7,47.5,0
36.205,-119.146,326.8,1,1,2018-04-18,2106,Aqua,MODIS,64,6.1,273.9,25.5,0
36.217,-119.133,324.8,1.4,1.2,2018-04-19,1834,Terra,MODIS,79,6.1,293.3,26.8,0
36.208,-119.149,333,1.4,1.2,2018-04-19,1834,Terra,MODIS,86,6.1,294.4,41.9,0
36.207,-119.134,330.3,1.4,1.2,2018-04-19,1834,Terra,MODIS,84,6.1,291.3,36.1,0
36.211,-119.14,349.6,1.4,1.2,2018-04-19,1834,Terra,MODIS,95,6.1,294.2,87.4,0
36.115,-119.052,318.1,1.8,1.3,2018-04-20,1916,Terra,MODIS,66,6.1,302.9,19.3,0
36.111,-119.033,323.1,1.8,1.3,2018-04-20,1916,Terra,MODIS,75,6.1,302,30,0
36.105,-119.041,327.8,1.8,1.3,2018-04-20,1916,Terra,MODIS,80,6.1,303.5,38.8,0
36.231,-119.118,330.8,1.2,1.1,2018-04-20,2054,Aqua,MODIS,82,6.1,305,25.7,0
36.229,-119.131,322.3,1.2,1.1,2018-04-20,2054,Aqua,MODIS,73,6.1,307.4,12.8,0
36.237,-119.112,318.2,2.2,1.4,2018-04-27,1923,Terra,MODIS,61,6.1,300.1,26,0
36.238,-119.117,318,2.2,1.4,2018-04-27,1923,Terra,MODIS,61,6.1,300.6,26,0
36.226,-119.121,315,2.2,1.4,2018-04-27,1923,Terra,MODIS,40,6.1,299.3,18.9,0
36.229,-119.128,368.3,1.1,1,2018-04-27,2100,Aqua,MODIS,100,6.1,310.1,109.2,0
36.227,-119.139,347.3,1.1,1,2018-04-27,2100,Aqua,MODIS,93,6.1,310.8,49.9,0
36.177,-119.054,324.5,1,1,2018-05-03,1846,Terra,MODIS,72,6.1,306.5,10.5,0
36.288,-119.173,328.6,1,1,2018-05-11,2112,Aqua,MODIS,71,6.1,310.6,12.6,0
36.434,-119.168,324.8,1.4,1.2,2018-05-15,1911,Terra,MODIS,72,6.1,302.8,20.5,0
35.934,-119.18,305.8,1,1,2018-06-03,0601,Terra,MODIS,66,6.1,292.3,6.8,0
36.389,-119.206,327.7,1,1,2018-06-11,1852,Terra,MODIS,65,6.1,310.6,10.3,0
35.998,-119.001,356.1,1,1,2018-06-11,1853,Terra,MODIS,97,6.1,316.4,57.9,0
36.186,-119.133,327.7,1.5,1.2,2018-06-16,1911,Terra,MODIS,70,6.1,307.6,24,0
36.231,-119.1,309.9,1.4,1.2,2018-06-24,0620,Terra,MODIS,79,6.1,295.9,12.2,0
37.642,-119.558,303.5,2.2,1.4,2017-09-01,0530,Terra,MODIS,53,6.1,285.3,22.9,0
37.636,-119.584,307.2,2.2,1.4,2017-09-01,0530,Terra,MODIS,71,6.1,284.9,30.1,0
37.646,-119.575,341.8,1.3,1.1,2017-09-01,1909,Terra,MODIS,89,6.1,305.2,52.9,0
37.643,-119.562,336.4,1.3,1.1,2017-09-01,1909,Terra,MODIS,85,6.1,304.4,41.4,0
37.555,-119.532,322.7,1.3,1.1,2017-09-01,1910,Terra,MODIS,68,6.1,301.8,20.5,0
37.537,-119.549,325.4,1.3,1.1,2017-09-01,1910,Terra,MODIS,56,6.1,301.9,23.5,0
37.652,-119.581,305.6,1.2,1.1,2017-09-01,0944,Aqua,MODIS,50,6.1,285.5,11.5,0
37.641,-119.567,327.5,1.2,1.1,2017-09-01,0944,Aqua,MODIS,100,6.1,287.9,36.9,0
37.547,-119.549,304.8,1.2,1.1,2017-09-01,0944,Aqua,MODIS,62,6.1,289.7,9.5,0
37.546,-119.548,304.7,1.1,1.1,2017-09-02,0613,Terra,MODIS,37,6.1,290.8,7.2,0
